Processing text...
Entities:
('1976:661', 'nmod', 'lagen')
('barnet', 'nsubj', 'fyllt')
('barnet', 'nsubj', 'får')
('barnet', 'nsubj', 'fått')
('barnet', 'nsubj', 'förvärvat')
('barnet', 'nsubj', 'fött')
('barnet', 'nsubj', 'har')
('barnet', 'nsubj', 'ingick')
('barnet', 'nsubj', 'levde')
('barnet', 'nsubj', 'levt')
('barnet', 'nsubj', 'lider')
('barnet', 'nsubj', 'slutför')
('barnet', 'nsubj', 'underårigt')
('barnet', 'nsubj', 'vistats')
('barnet', 'nsubj', 'ådragit')
('barnfamiljer', 'nmod', 'bostadsbidrag')
('barnfamiljer', 'nmod', 'tilläggsbidrag')
('barnhälsovård', 'nmod', 'besök')
('barnlivränta', 'nmod', 'rätten')
('barnlivränta', 'nsubj:pass', 'likställas')
('barnlivränta', 'nsubj', 'motsvarar')
('barnlivräntebeloppet', 'nsubj:pass', 'fördelas')
('barn', 'nmod', 'adoption')
('barn', 'nmod', 'barnbidrag')
('barn', 'nmod', 'barnlivränta')
('barn', 'nmod', 'behandlingen')
('barn', 'nmod', 'betalningsbeloppet')
('barn', 'nmod', 'betalningsskyldigheten')
('barn', 'nmod', 'bidrag')
('barn', 'nmod', 'dagar')
('barn', 'nmod', 'delar')
('barn', 'nmod', 'efterlevandestöd')
('barn', 'nmod', 'faderskap')
('barn', 'nmod', 'familjer')
('barn', 'nmod', 'förälder')
('barn', 'nmod', 'föräldrapenning')
('barn', 'nmod', 'föräldrar')
('barn', 'nmod', 'föräldraskap')
('barn', 'nmod', 'garantiförmån')
('barn', 'nmod', 'haagkonventionen')
('barn', 'nmod', 'hushåll')
('barn', 'nmod', 'hushållet')
('barn', 'nmod', 'kronor')
('barn', 'nmod', 'kvoten')
('barn', 'nmod', 'läkare')
('barn', 'nmod', 'merkostnadsersättning')
('barn', 'nmod', 'mottagande')
('barn', 'nmod', 'månadsbeloppet')
('barn', 'nmod', 'personer')
('barn', 'nmod', 'sammanbodde')
('barn', 'nmod', 'sammanbor')
('barn', 'nmod', 'service')
('barn', 'nmod', 'summan')
('barn', 'nmod', 'underhållsstöd')
('barn', 'nmod', 'vård')
('barn', 'nmod', 'vården')
('barn', 'nmod', 'vårdnad')
('barn', 'nmod', 'vårdnaden')
('barn', 'nmod', '§')
('barn', 'nsubj:pass', 'anses')
('barn', 'nsubj:pass', 'avses')
('barn', 'nsubj:pass', 'beaktas')
('barn', 'nsubj:pass', 'hämtas')
('barn', 'nsubj:pass', 'lämnas')
('barn', 'nsubj:pass', 'placerats')
('barn', 'nsubj:pass', 'räknas')
('barn', 'nsubj:pass', 'vårdas')
('barn', 'nsubj', 'avlider')
('barn', 'nsubj', 'avlidit')
('barn', 'nsubj', 'avser')
('barn', 'nsubj', 'berättigar')
('barn', 'nsubj', 'blir')
('barn', 'nsubj', 'bor')
('barn', 'nsubj', 'finns')
('barn', 'nsubj', 'få')
('barn', 'nsubj', 'får')
('barn', 'nsubj', 'försäkrade')
('barn', 'nsubj', 'har')
('barn', 'nsubj', 'ingår')
('barn', 'nsubj', 'lider')
('barn', 'nsubj', 'myndiga')
('barn', 'nsubj', 'uppnått')
('barn', 'nsubj', 'överstiger')
('barnpensionerna', 'nmod', 'sammantaget')
('barnpensionerna', 'nsubj:pass', 'lämnas')
('barnpensioner', 'nsubj:pass', 'lämnas')
('barnpension', 'nmod', 'avdrag')
('barnpension', 'nmod', 'beräkning')
('barnpension', 'nmod', 'bestämmelser')
('barnpension', 'nmod', 'bestämmelserna')
('barnpension', 'nmod', 'efterlevandepension')
('barnpension', 'nmod', 'rätt')
('barnpension', 'nmod', 'rätten')
('barnpension', 'nmod', 'summan')
('barnpension', 'nmod', 'tillägg')
('barnpension', 'nmod', '§')
('barnpension', 'nsubj:pass', 'lämnas')
('barnpension', 'nsubj:pass', 'räknas')
('barnpension', 'nsubj', 'får')
('barnpension', 'nsubj', 'motsvarar')
('barnpensionsbeloppet', 'nsubj:pass', 'fördelas')
('barnår', 'nmod', 'belopp')
('barnår', 'nmod', 'beloppet')
('barnår', 'nmod', 'beräkning')
('barnår', 'nmod', 'rätten')
('barnår', 'nmod', 'tillgodoräknande')
('basnivån', 'nsubj:pass', 'avkortats')
('basnivån', 'nsubj:pass', 'minskas')
('basnivå', 'nsubj:pass', 'avkortas')
('bastalet', 'nsubj:pass', 'används')
('bastalet', 'nsubj:pass', 'multipliceras')
('beaktas', 'nsubj', 'har')
('beaktas', 'nsubj', 'utföra')
('bedömningen', 'nsubj:pass', 'avses')
('bedömningen', 'nsubj:pass', 'grundas')
('bedömningen', 'nsubj:pass', 'göras')
('bedömning', 'nmod', 'bestämmelserna')
('befolkningen', 'nmod', 'livslängden')
('befolkningen', 'nmod', 'medellivslängden')
('begravningshjälpen', 'nsubj:pass', 'lämnas')
('begravningshjälp', 'nmod', 'skador')
('begravningshjälp', 'nsubj:pass', 'lämnas')
('begränsningarna', 'nsubj', 'gäller')
('begränsning', 'nsubj', 'gäller')
('begäran', 'nmod', 'bestämmelser')
('begäran', 'nmod', 'försäkringskassan')
('begäran', 'nmod', 'förvaltningsdomstol')
('begäran', 'nmod', 'myndigheten')
('begäran', 'nmod', 'pensionsmyndigheten')
('begäran', 'nmod', '§')
('begäran', 'nsubj:pass', 'anses')
('begäran', 'nsubj:pass', 'avses')
('begäran', 'nsubj:pass', 'göras')
('begäran', 'nsubj:pass', 'omprövas')
('begäran', 'nsubj:pass', 'prövas')
('begäran', 'nsubj:pass', 'återkallas')
('begäran', 'nsubj', 'får')
('begäran', 'nsubj', 'kom')
('begäran', 'nsubj', 'kommit')
('begäran', 'nsubj', 'undertecknad')
('behandlingen', 'nmod', 'del')
('behandlingen', 'nsubj:pass', 'ordinerats')
('behandlingen', 'nsubj', 'helt')
('behandling', 'nmod', 'behov')
('behandling', 'nmod', 'beslut')
('behandling', 'nmod', 'blodprodukter')
('behandling', 'nmod', 'deltagande')
('behandling', 'nmod', 'medverkan')
('behandling', 'nmod', 'personer')
('behandling', 'nmod', 'system')
('behandling', 'nmod', 'ändamål')
('behandlingsplan', 'nmod', 'skyddstillsyn')
('behoven', 'nmod', 'bedömning')
('behovet', 'nmod', '§')
('behovet', 'nsubj:pass', 'bedömas')
('behovet', 'nsubj:pass', 'bedöms')
('behov', 'nmod', 'bortses')
('behov', 'nmod', 'hjälp')
('behov', 'nmod', 'schablonavdrag')
('behov', 'nsubj:pass', 'klarläggs')
('behov', 'nsubj:pass', 'lämnas')
('behovsanställde', 'nsubj:pass', 'omfattas')
('behovsanställde', 'nsubj', 'haft')
('behovsanställde', 'nsubj', 'har')
('behovsanställd', 'nmod', 'egenskap')
('beloppen', 'nmod', 'fjärdedel')
('beloppen', 'nsubj:pass', 'delas')
('beloppen', 'nsubj:pass', 'höjas')
('beloppet', 'nmod', 'andel')
('beloppet', 'nmod', 'del')
('beloppet', 'nmod', 'den')
('beloppet', 'nmod', 'fordran')
('beloppet', 'nmod', 'garantipension')
('beloppet', 'nmod', 'summan')
('beloppet', 'nmod', 'tillägget')
('beloppet', 'nmod', 'återkrav')
('beloppet', 'nsubj:pass', 'avrundas')
('beloppet', 'nsubj:pass', 'beräknas')
('beloppet', 'nsubj:pass', 'betalas')
('beloppet', 'nsubj:pass', 'föras')
('beloppet', 'nsubj:pass', 'görs')
('beloppet', 'nsubj:pass', 'minskas')
('beloppet', 'nsubj:pass', 'redovisas')
('beloppet', 'nsubj:pass', 'räknas')
('beloppet', 'nsubj:pass', 'tillgodoräknas')
('beloppet', 'nsubj:pass', 'täcks')
('beloppet', 'nsubj:pass', 'återbetalas')
('beloppet', 'nsubj:pass', 'återkrävas')
('beloppet', 'nsubj', 'avser')
('beloppet', 'nsubj', 'blev')
('beloppet', 'nsubj', 'har')
('beloppet', 'nsubj', 'kronor')
('beloppet', 'nsubj', 'lägre')
('beloppet', 'nsubj', 'motsvara')
('beloppet', 'nsubj', 'tillgodoräknas')
('beloppet', 'nsubj', 'uppgår')
('beloppet', 'nsubj', 'uppräknade')
('beloppet', 'nsubj', 'överstiger')
('belopp', 'nmod', '1/40')
('belopp', 'nmod', 'andel')
('belopp', 'nmod', 'anmälan')
('belopp', 'nmod', 'beräkning')
('belopp', 'nmod', 'beräkningen')
('belopp', 'nmod', 'beslut')
('belopp', 'nmod', 'bestämmelserna')
('belopp', 'nmod', 'bortses')
('belopp', 'nmod', 'del')
('belopp', 'nmod', 'fastställande')
('belopp', 'nmod', 'fjärdedel')
('belopp', 'nmod', 'föreskrifter')
('belopp', 'nmod', 'förmånsnivå')
('belopp', 'nmod', 'förvärvsvillkor')
('belopp', 'nmod', 'förändringar')
('belopp', 'nmod', 'livränta')
('belopp', 'nmod', 'pension')
('belopp', 'nmod', 'pensionsmyndigheten')
('belopp', 'nmod', 'rätt')
('belopp', 'nmod', 'rätten')
('belopp', 'nmod', 'summan')
('belopp', 'nmod', 'tillgodoräknande')
('belopp', 'nmod', 'tolftedel')
('belopp', 'nmod', 'tredjedel')
('belopp', 'nsubj:pass', 'avrundas')
('belopp', 'nsubj:pass', 'avräknas')
('belopp', 'nsubj:pass', 'avses')
('belopp', 'nsubj:pass', 'beräknas')
('belopp', 'nsubj:pass', 'bestämmas')
('belopp', 'nsubj:pass', 'betalas')
('belopp', 'nsubj:pass', 'dras')
('belopp', 'nsubj:pass', 'fastställas')
('belopp', 'nsubj:pass', 'fastställs')
('belopp', 'nsubj:pass', 'fastställts')
('belopp', 'nsubj:pass', 'göras')
('belopp', 'nsubj:pass', 'justeras')
('belopp', 'nsubj:pass', 'likställas')
('belopp', 'nsubj:pass', 'läggas')
('belopp', 'nsubj:pass', 'reduceras')
('belopp', 'nsubj:pass', 'reducerats')
('belopp', 'nsubj:pass', 'räknas')
('belopp', 'nsubj:pass', 'tillgodoräknas')
('belopp', 'nsubj:pass', 'tillämpas')
('belopp', 'nsubj:pass', 'undantas')
('belopp', 'nsubj:pass', 'ändras')
('belopp', 'nsubj:pass', 'ökas')
('belopp', 'nsubj:pass', 'överlåtas')
('belopp', 'nsubj', 'får')
('belopp', 'nsubj', 'motsvara')
('belopp', 'nsubj', 'räknat')
('beräknad', 'nsubj:pass', 'gjorts')
('beräknas', 'nsubj:pass', 'göras')
('beräknas', 'nsubj', 'utgjort')
('beräkningarna', 'nsubj:pass', 'grundas')
('beräkningarna', 'nsubj:pass', 'göras')
('beräkningarna', 'nsubj:pass', 'görs')
('beräkningar', 'nsubj:pass', 'grundas')
('beräkningen', 'nmod', 'följande')
('beräkningen', 'nmod', 'föreskrifter')
('beräkningen', 'nmod', 'inkomstindex')
('beräkningen', 'nmod', 'överskott')
('beräkningen', 'nsubj:pass', 'gjorts')
('beräkningen', 'nsubj:pass', 'grundas')
('beräkningen', 'nsubj:pass', 'göras')
('beräkningen', 'nsubj:pass', 'görs')
('beräkningen', 'nsubj', 'avse')
('beräkningen', 'nsubj', 'avser')
('beräkningen', 'nsubj', 'grunda')
('beräkningen', 'nsubj', 'utgå')
('beräkningen', 'nsubj', 'utgår')
('beräkning', 'nmod', 'begäran')
('beräkning', 'nmod', 'bestämmelser')
('beräkning', 'nmod', 'bestämmelserna')
('beräkning', 'nmod', 'delningstal')
('beräkning', 'nmod', 'förmögenhet')
('beräkning', 'nmod', '§')
('beräkning', 'nsubj:pass', 'gjorts')
('beräkning', 'nsubj:pass', 'göras')
('beräkningsmetod', 'nmod', '1')
('beräkningsmetod', 'nsubj', 'innebär')
('beräkningsreglerna', 'nsubj:pass', 'användas')
('beräkningsreglerna', 'nsubj:pass', 'tillämpas')
('beräkningsregler', 'nsubj', 'finns')
('beräkningsunderlaget', 'nmod', '2')
('beräkningsunderlaget', 'nmod', 'del')
('beräkningsunderlaget', 'nmod', 'det')
('beräkningsunderlaget', 'nmod', 'kvoten')
('beräkningsunderlaget', 'nmod', 'procent')
('beräkningsunderlaget', 'nmod', 'summan')
('beräkningsunderlaget', 'nsubj:pass', 'bestämmas')
('beräkningsunderlaget', 'nsubj:pass', 'bestäms')
('beräkningsunderlaget', 'nsubj:pass', 'divideras')
('beräkningsunderlaget', 'nsubj:pass', 'multipliceras')
('beräkningsunderlaget', 'nsubj:pass', 'räknas')
('beräkningsunderlaget', 'nsubj:pass', 'ökas')
('beräkningsunderlaget', 'nsubj', 'prisbasbelopp')
('beräkningsunderlaget', 'nsubj', 'uppgå')
('beräkningsunderlaget', 'nsubj', 'överstiger')
('beräkningsunderlag', 'nmod', '2')
('beräkningsunderlag', 'nmod', 'föreskrifter')
('beräkningsunderlag', 'nmod', 'förmånsbelopp')
('beräkningsunderlag', 'nmod', 'kvoten')
('beräkningsunderlag', 'nmod', 'ändring')
('beräkningsunderlag', 'nsubj:pass', 'beräknats')
('beräkningsunderlag', 'nsubj:pass', 'ökas')
('beräkningsunderlag', 'nsubj', 'grundat')
('beräkningsunderlag', 'nsubj', 'uppgår')
('beräkningsunderlag', 'nsubj', 'överstiger')
('beräkningsåret', 'nmod', 'året')
('beskaffenhet', 'nsubj', 'kräver')
('beskattningsåret', 'nmod', '2017')
('beskattningsåret', 'nmod', 'utbetalare')
('beskattningsår', 'nmod', 'inkomster')
('beskattningsår', 'nmod', 'underskott')
('beslutade', 'nmod', 'pensionsmyndigheten')
('beslutet', 'nmod', '1')
('beslutet', 'nmod', 'april')
('beslutet', 'nmod', 'del')
('beslutet', 'nmod', 'handhas')
('beslutet', 'nmod', 'innehållet')
('beslutet', 'nmod', 'kopia')
('beslutet', 'nmod', 'motivering')
('beslutet', 'nmod', 'omprövning')
('beslutet', 'nmod', 'ordning')
('beslutet', 'nmod', 'tiden')
('beslutet', 'nmod', 'ändring')
('beslutet', 'nsubj:pass', 'fattades')
('beslutet', 'nsubj:pass', 'fattats')
('beslutet', 'nsubj:pass', 'lämnas')
('beslutet', 'nsubj:pass', 'meddelades')
('beslutet', 'nsubj:pass', 'meddelats')
('beslutet', 'nsubj:pass', 'omprövas')
('beslutet', 'nsubj:pass', 'omprövats')
('beslutet', 'nsubj:pass', 'påverkas')
('beslutet', 'nsubj:pass', 'ändras')
('beslutet', 'nsubj', 'angår')
('beslutet', 'nsubj', 'avser')
('beslutet', 'nsubj', 'fortsätta')
('beslutet', 'nsubj', 'fått')
('beslutet', 'nsubj', 'föranleder')
('beslutet', 'nsubj', 'gäller')
('beslutet', 'nsubj', 'omfattar')
('beslutet', 'nsubj', 'upphävts')
('beslutet', 'nsubj', 'upphört')
('beslut', 'nmod', 'delar')
('beslut', 'nmod', 'eftergift')
('beslut', 'nmod', 'ersättningsberättigade')
('beslut', 'nmod', 'gången')
('beslut', 'nmod', 'jämkning')
('beslut', 'nmod', 'månader')
('beslut', 'nmod', 'omprövning')
('beslut', 'nmod', 'perioden')
('beslut', 'nmod', 'självbetjäningstjänster')
('beslut', 'nmod', 'tiden')
('beslut', 'nmod', 'underrättelse')
('beslut', 'nmod', 'verkställighet')
('beslut', 'nmod', 'vårdbidraget')
('beslut', 'nmod', 'ändring')
('beslut', 'nmod', 'ärenden')
('beslut', 'nmod', 'överklagande')
('beslut', 'nsubj:pass', 'delges')
('beslut', 'nsubj:pass', 'fattas')
('beslut', 'nsubj:pass', 'fattats')
('beslut', 'nsubj:pass', 'försäkrades')
('beslut', 'nsubj:pass', 'jämkas')
('beslut', 'nsubj:pass', 'läggs')
('beslut', 'nsubj:pass', 'meddelas')
('beslut', 'nsubj:pass', 'omprövas')
('beslut', 'nsubj:pass', 'omprövats')
('beslut', 'nsubj:pass', 'sändas')
('beslut', 'nsubj:pass', 'sättas')
('beslut', 'nsubj:pass', 'upphävas')
('beslut', 'nsubj:pass', 'utelämnas')
('beslut', 'nsubj:pass', 'verkställas')
('beslut', 'nsubj:pass', 'ändras')
('beslut', 'nsubj:pass', 'ändrats')
('beslut', 'nsubj:pass', 'överklagas')
('beslut', 'nsubj', 'avse')
('beslut', 'nsubj', 'bindande')
('beslut', 'nsubj', 'blir')
('beslut', 'nsubj', 'ersätter')
('beslut', 'nsubj', 'fastställs')
('beslut', 'nsubj', 'finns')
('beslut', 'nsubj', 'fortsätta')
('beslut', 'nsubj', 'får')
('beslut', 'nsubj', 'gäller')
('beslut', 'nsubj', 'innebär')
('beslut', 'nsubj', 'omfatta')
('bestämmelse', 'nmod', 'stöd')
('bestämmelsen', 'nsubj:pass', 'beaktas')
('bestämmelsen', 'nsubj:pass', 'tillämpas')
('bestämmelsen', 'nsubj', 'gäller')
('bestämmelse', 'nsubj', 'finns')
('bestämmelserna', 'nmod', 'avvikelser')
('bestämmelserna', 'nmod', 'beaktande')
('bestämmelserna', 'nmod', 'bortseende')
('bestämmelserna', 'nmod', 'dag')
('bestämmelserna', 'nmod', 'delar')
('bestämmelserna', 'nmod', 'hinder')
('bestämmelserna', 'nmod', 'livränta')
('bestämmelserna', 'nmod', 'make')
('bestämmelserna', 'nmod', 'marknadsstörningsavgift')
('bestämmelserna', 'nmod', 'när')
('bestämmelserna', 'nmod', 'någon')
('bestämmelserna', 'nmod', 'pensionen')
('bestämmelserna', 'nmod', 'rehabilitering')
('bestämmelserna', 'nmod', 'rehabiliteringsåtgärder')
('bestämmelserna', 'nmod', 'sjukersättning')
('bestämmelserna', 'nmod', 'sjukpenning')
('bestämmelserna', 'nmod', 'stöd')
('bestämmelserna', 'nmod', 'sätt')
('bestämmelserna', 'nmod', 'tillämpligheten')
('bestämmelserna', 'nmod', 'tillämpning')
('bestämmelserna', 'nmod', 'tillämpningen')
('bestämmelserna', 'nmod', 'undantag')
('bestämmelserna', 'nmod', 'underhåll')
('bestämmelserna', 'nmod', 'utmätning')
('bestämmelserna', 'nmod', 'vad')
('bestämmelserna', 'nsubj:pass', 'tilllämpas')
('bestämmelserna', 'nsubj:pass', 'tillämpas')
('bestämmelserna', 'nsubj:pass', 'upphävda')
('bestämmelserna', 'nsubj', 'andra')
('bestämmelserna', 'nsubj', 'gälla')
('bestämmelserna', 'nsubj', 'gällde')
('bestämmelserna', 'nsubj', 'gäller')
('bestämmelserna', 'nsubj', 'hindrar')
('bestämmelserna', 'nsubj', 'stycket')
('bestämmelserna', 'nsubj', 'tillämpliga')
('bestämmelserna', 'nsubj', '§')
('bestämmelser', 'nmod', 'ersättning')
('bestämmelser', 'nmod', 'förmån')
('bestämmelser', 'nmod', 'lagen')
('bestämmelser', 'nmod', 'stöd')
('bestämmelser', 'nmod', 'tillämpningen')
('bestämmelser', 'nsubj:pass', 'lämnas')
('bestämmelser', 'nsubj:pass', 'minskas')
('bestämmelser', 'nsubj:pass', 'tillämpas')
('bestämmelser', 'nsubj:pass', 'vårdas')
('bestämmelser', 'nsubj', 'finns')
('bestämmelser', 'nsubj', 'gälla')
('bestämmelser', 'nsubj', 'gäller')
('bestämmelser', 'nsubj', 'tillämpliga')
('besök', 'nmod', 'föräldrapenning')
('betalningen', 'nmod', 'anstånd')
('betalningen', 'nsubj', 'ske')
('betalning', 'nmod', 'krav')
('betalning', 'nsubj:pass', 'göras')
('betalning', 'nsubj', 'ske')
('betalning', 'nsubj', 'skett')
('betalningsbeloppet', 'nmod', 'ändring')
('betalningsbeloppet', 'nsubj', 'överstiga')
('betalningsbelopp', 'nmod', 'beräkning')
('betalningsbelopp', 'nsubj:pass', 'omprövas')
('betalningsberedskap', 'nmod', 'kravet')
('betalningsdag', 'nmod', 'räntelagen')
('betalningsmottagaren', 'nsubj', 'anställd')
('betalningsskyldiga', 'nsubj:pass', 'likställs')
('betalningsskyldigheten', 'nmod', 'omprövning')
('betalningsskyldigheten', 'nsubj:pass', 'bestäms')
('betalningsskyldigheten', 'nsubj:pass', 'fastställd')
('betalningsskyldigheten', 'nsubj:pass', 'fastställs')
('betalningsskyldigheten', 'nsubj', 'avser')
('betalningsskyldigheten', 'nsubj', 'faller')
('betalningsskyldigheten', 'nsubj', 'upphört')
('betalningsskyldighet', 'nmod', 'beslut')
('betalningsskyldighet', 'nmod', 'beslutet')
('betalningsskyldighet', 'nmod', 'fordran')
('betalningsskyldighet', 'nmod', 'inkomstunderlag')
('betalningsskyldighet', 'nmod', 'kap.')
('betalningsskyldighet', 'nmod', 'ändring')
('betalningsskyldighet', 'nsubj:pass', 'beräknas')
('betalningsskyldighet', 'nsubj:pass', 'beslutas')
('betalningsskyldighet', 'nsubj:pass', 'bestämmas')
('betalningsskyldighet', 'nsubj:pass', 'bestäms')
('betalningsskyldighet', 'nsubj:pass', 'bestämts')
('betalningsskyldighet', 'nsubj:pass', 'fastställas')
('betalningsskyldighet', 'nsubj:pass', 'jämkas')
('betydelse', 'nmod', 'ändring')
('beviljas', 'nsubj', 'har')
('bevis', 'nsubj:pass', 'krävas')
('bidraget', 'nmod', 'ansökan')
('bidraget', 'nmod', 'fördelningen')
('bidraget', 'nmod', 'indrivning')
('bidraget', 'nmod', 'rätten')
('bidraget', 'nmod', 'storleken')
('bidraget', 'nmod', 'ökning')
('bidraget', 'nsubj:pass', 'beräknas')
('bidraget', 'nsubj:pass', 'betalades')
('bidraget', 'nsubj:pass', 'betalas')
('bidraget', 'nsubj:pass', 'betalats')
('bidraget', 'nsubj:pass', 'beviljades')
('bidraget', 'nsubj:pass', 'fördelas')
('bidraget', 'nsubj:pass', 'lämnas')
('bidraget', 'nsubj:pass', 'minskas')
('bidraget', 'nsubj:pass', 'omprövas')
('bidraget', 'nsubj:pass', 'räknas')
('bidraget', 'nsubj', 'avser')
('bidraget', 'nsubj', 'begär')
('bidraget', 'nsubj', 'blev')
('bidraget', 'nsubj', 'lämnades')
('bidraget', 'nsubj', 'upphört')
('bidraget', 'nsubj', 'visar')
('bidrag', 'nmod', 'ansökan')
('bidrag', 'nmod', 'barnbidrag')
('bidrag', 'nmod', 'beslut')
('bidrag', 'nmod', 'bostadsbidrag')
('bidrag', 'nmod', 'föreskrifter')
('bidrag', 'nmod', 'förlust')
('bidrag', 'nmod', 'kalenderår')
('bidrag', 'nmod', 'något')
('bidrag', 'nmod', 'rätt')
('bidrag', 'nmod', 'rätten')
('bidrag', 'nmod', 'socialförsäkringsförmåner')
('bidrag', 'nmod', '§')
('bidrag', 'nsubj:pass', 'bestäms')
('bidrag', 'nsubj:pass', 'betalas')
('bidrag', 'nsubj:pass', 'beviljas')
('bidrag', 'nsubj:pass', 'lämnas')
('bidrag', 'nsubj:pass', 'lämnats')
('bidrag', 'nsubj', 'räknat')
('bidragsbehov', 'nsubj:pass', 'saknas')
('bidragsberättigad', 'nmod', 'tid')
('bidragsmottagare', 'nmod', '1')
('bidragsmottagare', 'nmod', 'ändring')
('bidragsmottagaren', 'nsubj', 'försäkrad')
('bidragsmottagare', 'nsubj:pass', 'lämnas')
('bidragsskyldige', 'nmod', 'ansökan')
('bidragsskyldige', 'nmod', 'beaktande')
('bidragsskyldige', 'nmod', 'uppmaning')
('bidragsskyldige', 'nmod', 'vistelse')
('bidragsskyldige', 'nsubj:pass', 'delgetts')
('bidragsskyldige', 'nsubj', 'begär')
('bidragsskyldige', 'nsubj', 'behålla')
('bidragsskyldige', 'nsubj', 'betala')
('bidragsskyldige', 'nsubj', 'betalar')
('bidragsskyldige', 'nsubj', 'bor')
('bidragsskyldige', 'nsubj', 'bosatt')
('bidragsskyldige', 'nsubj', 'fullgör')
('bidragsskyldige', 'nsubj', 'ha')
('bidragsskyldige', 'nsubj', 'har')
('bidragsskyldige', 'nsubj', 'underhållsskyldig')
('bidragsskyldig', 'nsubj', 'skyldig')
('bilen', 'nmod', 'tilläggsutrustning')
('bilen', 'nsubj', 'har')
('bilstöd', 'nmod', 'ansökan')
('bilstöd', 'nmod', 'beräkning')
('bilstöd', 'nmod', 'rätten')
('bilstöd', 'nmod', 'återbetalning')
('bilstöd', 'nsubj:pass', 'använts')
('bilstöd', 'nsubj:pass', 'lämnas')
('bilsäte', 'nmod', 'rullstol')
('bistånd', 'nsubj:pass', 'tillämpas')
('biståndsarbetare', 'nmod', 'försäkringstid')
('blindheten', 'nsubj', 'har')
('blindheten', 'nsubj', 'inträtt')
('blod', 'nmod', 'användning')
('boendeform', 'nmod', 'bostad')
('boendeform', 'nmod', 'tvåbäddsrum')
('boende', 'nmod', 'var')
('boendetillägget', 'nmod', 'ändring')
('boendetillägget', 'nsubj:pass', 'lämnas')
('boendetillägget', 'nsubj:pass', 'minskas')
('boendetillägget', 'nsubj:pass', 'omprövas')
('boendetillägget', 'nsubj:pass', 'räknas')
('boendetillägget', 'nsubj', 'ska')
('boendetillägg', 'nmod', 'beräkning')
('boendetillägg', 'nmod', 'bestämmelser')
('boendetillägg', 'nmod', 'handläggningsregler')
